Year,Precinct,DateofStop,CrimeSuspected,ArrestMade,SummonsIssued,Frisked,Searched,ContrabandFound,PistolFound,RifleFound,AssaultWeaponFound,KnifeFound,MachineGunFound,OtherWeaponFound,PhysicalForceUsed,SuspectHeldAgainstWall,SuspectHeldontheGround,DidPoliceDrawtheirWeapon,SuspectPutinHandcuffs,Sex,Race,age,Address,LocationofStopIntersection,LocationofCrossStreet,Intersection,City,xcoord,ycoord,Zipcode,State,AUTO_UNIQUE_ID_2017-12-18_newmathishere_bronxstopandfr,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle
2016,40,6262016,Robbery,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black-Hispanic,20,854 EAST 149 STREET,Timpson Place,SOUTHERN BOULEVARD,Timpson Place & SOUTHERN BOULEVARD,Bronx,1010822,235116,,New York,74,USCGeocoder,154,1,4.1,,c88f2eb9-ea7c-464e-bcf0-32f1e766a704,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2195.876919,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81196414,-73.90412447,Relaxed;Soundex,854,,E,149,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,5022016,Criminal Possession of Weapon,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,White-Hispanic,25,823 EAGLE AVENUE,East 159 Street,EAST 156 STREET,East 159 Street & EAST 156 STREET,Bronx,1009450,238376,,New York,85,USCGeocoder,84,1,4.1,,4c833b86-bd50-4269-b57b-61b423020a9b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3467.328465,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.8203765,-73.90926747,Relaxed,823,,,EAGLE,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,9282016,Misdemeanor,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,White,25,815 EAST 152 STREET,Union Avenue,TINTON AVENUE,Union Avenue & TINTON AVENUE,Bronx,1010533,236370,,New York,91,USCGeocoder,155,1,4.1,,d50da238-a281-4f52-a049-ddec6c9d6a5f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1898.315075,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81547196,-73.90491136,Relaxed;Soundex,815,,E,152,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4282016,Felony,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,White-Hispanic,15,806 WESTCHESTER AVENUE,Prospect Avenue,UNION AVENUE,Prospect Avenue & UNION AVENUE,Bronx,1011036,237616,,New York,99,USCGeocoder,109,1,4.1,,ab7df122-4e5d-4dea-87ea-6c7715c2ab97,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1032.066274,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81880812,-73.90309313,Relaxed,806,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,10/2/16,Criminal Possession of Weapon,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,White-Hispanic,19,785 COURTLANDT AVENUE,East 158 Street,EAST 157 STREET,East 158 Street & EAST 157 STREET,Bronx,1007280,238934,,New York,123,USCGeocoder,100,1,4.1,,af81610d-6651-47b7-8e07-f379a6969958,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1814.26912,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82260013,-73.91680236,Relaxed,785,,,COURTLANDT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4262016,Possession of a Controlled Substance,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,White-Hispanic,39,783 ELTON AVENUE,East 158 Street,EAST 157 STREET,East 158 Street & EAST 157 STREET,Bronx,1008220,238581,,New York,124,USCGeocoder,114,1,4.1,,7445228b-886f-4c4f-ac55-0a81121cc545,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1841.419631,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82150958,-73.91347448,Relaxed,783,,,ELTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4272016,Criminal Possession of Weapon,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,White-Hispanic,32,783 ELTON AVENUE,East 158 Street,EAST 157 STREET,East 158 Street & EAST 157 STREET,Bronx,1008220,238581,,New York,125,USCGeocoder,85,1,4.1,,749b4f0b-ec28-4dde-bbf9-163e95e6b72e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1841.419631,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82150958,-73.91347448,Relaxed,783,,,ELTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,3082016,Robbery,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,25,765 COURTLANDT AVENUE,East 157 Street,EAST 156 STREET,East 157 Street & EAST 156 STREET,Bronx,1007197,238731,,New York,141,USCGeocoder,83,1,4.1,,c8cd382a-22db-4eaf-9ef1-0536be9ca904,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1881.319843,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82196836,-73.91715013,Relaxed,765,,,COURTLANDT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,3302016,Criminal Possession of Weapon,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,20,765 COURTLANDT AVENUE,East 157 Street,EAST 156 STREET,East 157 Street & EAST 156 STREET,Bronx,1007197,238731,,New York,142,USCGeocoder,83,1,4.1,,a0cba896-c60d-46d2-b333-77d49277fc4d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1881.319843,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82196836,-73.91715013,Relaxed,765,,,COURTLANDT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,10/17/16,Misdemeanor,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,39,765 COURTLANDT AVENUE,East 157 Street,EAST 156 STREET,East 157 Street & EAST 156 STREET,Bronx,1007197,238731,,New York,143,USCGeocoder,83,1,4.1,,6d1fa5ff-c42a-475b-ac4c-352a18316e96,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1881.319843,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82196836,-73.91715013,Relaxed,765,,,COURTLANDT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4292016,Felony,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,White-Hispanic,36,759 PROSPECT AVENUE,Westchester Avenue,EAST 156 STREET,Westchester Avenue & EAST 156 STREET,Bronx,1011238,237161,,New York,146,USCGeocoder,102,1,4.1,,539ab453-7587-42e0-b324-2144a29ac82a,3,StreetSegmentInterpolation,BrokenTie,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,791.7673669,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81629777,-73.90310833,Relaxed,759,,,PROSPECT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,5022016,Criminal Possession of Weapon,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Male,White-Hispanic,20,745 EAST 152 STREET,Wales Avenue,WESTCHESTER AVENUE,Wales Avenue & WESTCHESTER AVENUE,Bronx,1009898,236541,,New York,154,USCGeocoder,143,1,4.1,,c4659e41-bd9b-4abd-86a1-c991169eb1bf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1911.094311,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.8159287,-73.90712822,Relaxed;Soundex,745,,E,152,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,9202016,Felony,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,50,737 MELROSE AVENUE,East 156 Street,EAST 155 STREET,East 156 Street & EAST 155 STREET,Bronx,1007592,238302,,New York,160,USCGeocoder,105,1,4.1,,77894c61-38a8-4e7c-999d-1cf4f458a349,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1835.711904,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82084714,-73.91569691,Relaxed,737,,,MELROSE,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4262016,Felony,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,16,726 EAST 152 STREET,Concord Avenue,JACKSON AVENUE,Concord Avenue & JACKSON AVENUE,Bronx,1009776,236568,,New York,175,USCGeocoder,135,1,4.1,,7521ac40-5f9d-4bb6-8e13-df88dc78526c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1933.104637,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81583233,-73.90755288,Relaxed;Soundex,726,,E,152,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,7012016,Misdemeanor,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,Black-Hispanic,26,721 TINTON AVENUE,Westchester Avenue,ADAMS PROJECT,Westchester Avenue & ADAMS PROJECT,Bronx,1010528,237067,,New York,180,USCGeocoder,90,1,4.1,,85c96abf-f20a-4eeb-b5c2-8be82368d5be,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2619.892701,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81705223,-73.90516729,Relaxed,721,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,6162016,Misdemeanor,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,White-Hispanic,27,700 WESTCHESTER AVENUE,Wales Avenue,EAST 152 STREET,Wales Avenue & EAST 152 STREET,Bronx,1009935,236881,,New York,197,USCGeocoder,92,1,4.1,,a34cf74e-6faf-443a-a4a7-fd3642d90062,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.187918,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81684821,-73.90701206,Relaxed,700,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,5072016,Criminal Trespass,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,Black,27,700 WESTCHESTER AVENUE,Wales Avenue,EAST 152 STREET,Wales Avenue & EAST 152 STREET,Bronx,1009935,236881,,New York,198,USCGeocoder,83,1,4.1,,4ae3337f-2149-42ce-b910-3cb553b20ed0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.187918,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81684821,-73.90701206,Relaxed,700,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,6232016,Misdemeanor,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,Black-Hispanic,45,700 WESTCHESTER AVENUE,Wales Avenue,EAST 152 STREET,Wales Avenue & EAST 152 STREET,Bronx,1009935,236881,,New York,199,USCGeocoder,89,1,4.1,,e2bd3d2c-afe8-4b34-94cb-bb33e1745a15,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.187918,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81684821,-73.90701206,Relaxed,700,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,11122016,Misdemeanor,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,37,700 WESTCHESTER AVENUE,Wales Avenue,EAST 152 STREET,Wales Avenue & EAST 152 STREET,Bronx,1009935,236881,,New York,200,USCGeocoder,82,1,4.1,,60cd624b-b084-49f2-befe-aad5a093160b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.187918,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81684821,-73.90701206,Relaxed,700,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,11202016,Misdemeanor,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black-Hispanic,18,700 WESTCHESTER AVENUE,Wales Avenue,EAST 152 STREET,Wales Avenue & EAST 152 STREET,Bronx,1009935,236881,,New York,201,USCGeocoder,82,1,4.1,,48378306-7046-4794-9d9e-c1a9485074d5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.187918,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81684821,-73.90701206,Relaxed,700,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,11202016,Misdemeanor,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,22,700 WESTCHESTER AVENUE,Wales Avenue,EAST 152 STREET,Wales Avenue & EAST 152 STREET,Bronx,1009935,236881,,New York,202,USCGeocoder,81,1,4.1,,658edbac-96e8-47d8-9f8d-dc2f98d8aee8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.187918,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81684821,-73.90701206,Relaxed,700,,,WESTCHESTER,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4172016,Aggravated Harassment,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,28,700 MORRIS AVENUE,East 156 Street,EAST 153 STREET,East 156 Street & EAST 153 STREET,Bronx,1006078,238373,,New York,203,USCGeocoder,88,1,4.1,,f59ca5fd-4eb0-4cf8-b01c-53b63aac0933,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1866.306191,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82079923,-73.92110644,Relaxed,700,,,MORRIS,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,5262016,Gambling,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,38,700 MORRIS AVENUE,East 156 Street,EAST 153 STREET,East 156 Street & EAST 153 STREET,Bronx,1006078,238373,,New York,204,USCGeocoder,84,1,4.1,,3976a652-e26b-4bad-8f1d-4776397f5e80,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1866.306191,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82079923,-73.92110644,Relaxed,700,,,MORRIS,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,6102016,Misdemeanor,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,White,18,700 MORRIS AVENUE,East 156 Street,EAST 153 STREET,East 156 Street & EAST 153 STREET,Bronx,1006078,238373,,New York,205,USCGeocoder,82,1,4.1,,e297425b-5246-402b-96f7-0864c0463155,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1866.306191,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82079923,-73.92110644,Relaxed,700,,,MORRIS,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,6102016,Criminal Possession of Weapon,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,30,700 MORRIS AVENUE,East 156 Street,EAST 153 STREET,East 156 Street & EAST 153 STREET,Bronx,1006078,238373,,New York,206,USCGeocoder,83,1,4.1,,fbd9a076-2056-4c5d-b63b-71eb6c28e1ad,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1866.306191,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.82079923,-73.92110644,Relaxed,700,,,MORRIS,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,7092016,Misdemeanor,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,White-Hispanic,31,700 EAST 156 STREET,Forest Avenue,SAINT MARYS PARK,Forest Avenue & SAINT MARYS PARK,Bronx,1009957,237442,,New York,207,USCGeocoder,147,1,4.1,,1f340a18-e3da-43c2-b9e3-98c842604e93,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1286.596326,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81838206,-73.90756225,Relaxed;Soundex,700,,E,156,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,2012016,Assault,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,Black,27,681 COURTLANDT AVENUE,East 156 Street,EAST 153 STREET,East 156 Street & EAST 153 STREET,Bronx,1006908,237935,,New York,212,USCGeocoder,91,1,4.1,,4ab7925a-25ea-46cc-81f6-f1a65fa8d460,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1640.970192,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81942849,-73.91835232,Relaxed,681,,,COURTLANDT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,2042016,Criminal Possession of Weapon,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,Black-Hispanic,39,681 COURTLANDT AVENUE,East 156 Street,EAST 153 STREET,East 156 Street & EAST 153 STREET,Bronx,1006908,237935,,New York,213,USCGeocoder,83,1,4.1,,12c160a5-5a98-413e-a4de-2103e61cd12a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1640.970192,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81942849,-73.91835232,Relaxed,681,,,COURTLANDT,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,10/6/16,Criminal Possession of Weapon,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Male,White-Hispanic,26,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,214,USCGeocoder,83,1,4.1,,800e0f96-40ea-4e29-b66e-776d32c6c84e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,1222016,Criminal Trespass,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Male,Black,54,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,215,USCGeocoder,82,1,4.1,,397babd1-6223-4564-af7c-ea38bffd9d60,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,3122016,Unlawful Assembly,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,19,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,216,USCGeocoder,82,1,4.1,,156e07bb-0a86-4a02-bb5a-3aa391dcb0fa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4092016,Criminal Possession of Weapon,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,Black,16,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,217,USCGeocoder,81,1,4.1,,aa29720d-1e16-45e3-89ce-d7c2a79dbc66,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,4092016,Criminal Possession of Weapon,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Male,Black,16,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,218,USCGeocoder,83,1,4.1,,86337819-9e55-412c-bed5-11fddb7e907a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,5132016,Misdemeanor,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,Unknown,21,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,219,USCGeocoder,81,1,4.1,,d35492df-5c4e-49c3-bef9-bbd6bef9aa4f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,6232016,Misdemeanor,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,Black,28,680 TINTON AVENUE,East 156 Street,EAST 152 STREET,East 156 Street & EAST 152 STREET,Bronx,1010513,236730,,New York,220,USCGeocoder,82,1,4.1,,78b0a050-008e-4e46-be52-150b40e07149,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3851.554325,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81622741,-73.90505759,Relaxed,680,,,TINTON,AVE,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,11/12/16,Criminal Trespass,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,White-Hispanic,44,674 EAST 149 STREET,Trinity Avenue,MOORE HOUSES,Trinity Avenue & MOORE HOUSES,Bronx,1009105,235656,,New York,222,USCGeocoder,137,1,4.1,,5fcb9b74-38d0-4751-ab0d-1405c611f803,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1936.890612,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81339053,-73.91026686,Relaxed;Soundex,674,,E,149,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
2016,40,6132016,Robbery,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,Black,28,674 EAST 149 STREET,Trinity Avenue,MOORE HOUSES,Trinity Avenue & MOORE HOUSES,Bronx,1009105,235656,,New York,223,USCGeocoder,136,1,4.1,,b4270545-6a5c-4ca4-8361-14a6ca49bcb9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1936.890612,LinearInterpolationAddressRange,StreetSegment,93.66863905,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.81339053,-73.91026686,Relaxed;Soundex,674,,E,149,ST,,,,,,Bronx,NY,,,,,,,,,,,,,,,
